text,sentiment_score,word_count,avg_sentence_length,normalized_helpful_votes,relevance_score
"I selected this disc for my son as he loves to play disc golf. I have gone with him a few times, and I can see the attraction, but he is far better than I ever will be so I handed this disc off to him for testing. In a nutshell, it’s a decent disc with some fit-and-finish issues.<br /><br />It came in a nice package that protected it well, but once out of the package it became evident that there are some manufacturing issues. The lip around the edge should be smooth when it is brand new and instead this one has burrs and dings that make it feel used even though it is not. It is not enough to make it unusable though. The inside lip is slightly uneven, like the disc was either handled while still hot or was molded incorrectly. Again, it’s not enough to make the disc unusable but it is noticeable.<br /><br />In flight it flies reasonably true when thrown properly. I can’t throw a regular frisbee straight to save my life and disc golf discs are no better for me, but in my son’s hands he can throw it fairly straight. We did not measure the range in an open field and we did not weight it to see if it’s within spec before using it, so we cannot say for sure that it’s made to the stated specs, but it seems to be within reason for a driver disc.<br /><br />The price makes this disc worth consideration more than anything. There are cheaper discs and there are much more expensive discs on the market, and this one is priced closer to the lower end.<br /><br />This is an ok driver disc. It has some manufacturing defects that take away from the finished product, but it works well enough as a driver and is better than the most basic budget discs.",0.9866,381,34.63636363636363,0.0,1.8959800000000002
"Where many users of these tubes would select these for camping or taking along in wet environments, I have a completely different use for these - I selected them for geocaching. This is a common container style for use with geocaching so I thought these might be a good fit for that. While they are, I was surprised by the size (even though the listing clearly states the sizes).<br /><br />This is a set of three bison tubes, made of machined aluminum and fitted with a rubber gasket to create a water-tight seal when these are closed properly. The gasket also serves as a sort of lock washer and prevents each tube from easily unscrewing itself when jostled.<br /><br />When sealed and submerged underwater for a length of time, these pass the waterproof test. Contents of each remained bone dry which is really one of the main points of a container like this.<br /><br />The largest of these is sufficiently large to hold a writing utensil or a house key. I would hesitate to say it can hold a lot because, while it is a larger-than-average bison tube, it is not huge.<br /><br />With the carabiners attached to these it is easy to snap these to a belt loop, bag strap or a tree branch.<br /><br />I have found nothing about these that I find off-putting and I am pleased to recommend them if you need a water-tight and sturdy container (or set of containers) that can hold smaller items while protecting them. These seem to be made well and the cost is reasonable.",0.9705,318,45.42857142857143,0.1,2.32115
"My house is full of basketball nuts and as such we have gone through numerous basketballs over the years. We haven't had any get punctured but we've had numerous ones that have gotten smooth to the point of being slippery and hard to grasp when they get wet. Normally we have gotten the cheap, toy store variety and those last about a year; this is the first good one we've gotten in quite a while. So far it has worked out well.<br /><br />We have the indoor/outdoor ball. It has a nice grip to it and so far we have had no issues with it slipping or getting away from any of us in play. Being relatively new it certainly should not have any such issues, but it's good out of the gate. It feels a bit more ""grippy"" than cheaper balls and this ball is easier to palm than other basketballs with a more rubbery exterior. It has good bounce and dribbles well.<br /><br />As a sanity check I made sure it's actually round. There's no fixing an oblong ball, and this one is just fine in that regard.<br /><br />So far this has been a good ball. Time will tell how well it holds up under heavy (daily) outdoor use, but it already seems to be better than most cheaper balls we've had.",0.987,272,27.2,0.1,2.3261
"I ordered this folding chair after I discovered that the one I use most often is finally starting to fall apart. My wife has been wanting a newer one anyway. This one came as a bit of a surprise and it is better than I expected.<br /><br />The chair itself is very compact when stored, taking up about half of the space of typical hunting or beach chairs like this. That was a little startling and I was actually a little unsettled when I unboxed it. I realized that the segments came apart but I did not know the chair broke down this compactly.<br /><br />The description says “1-minute set-up”. That’s a little ambitious but I will say it took very little time to set up from the time it came out of the nylon carrier to the time it was completely assembled and ready. It clearly takes more time than most folding chairs of this basic design, and the extra time was in getting the frame completely set up properly. There was a small amount of effort required to get the actual fabric attached but this wasn’t too hard.<br /><br />The chair itself seems very lightweight and I was concerned that it would not support me, but I was pleasantly surprised when I sat in it and it didn’t flinch. It is surprisingly comfortable too, though the lumbar support is minimal.<br /><br />Teardown is quick and easy, and it took me slightly more time to disassemble the chair than to assemble it. I was able to get it back into the bag without too much effort, either.<br /><br />This is a decent folding chair that’s suitable to taking just about anywhere, It’s small enough to fit inside a backpack, it is easy to set up and tear down, and it’s comfortable.",0.9911,370,37.0,0.1,2.32733
"A good first aid kit is a good thing to keep in the car when traveling and I selected this kit to keep in one of the vehicles because all of us are road warriors these days. Of course, the hope is that it is never needed, but when one is needed it's an invaluable resource. This is an interesting kit, and it has some pluses and minuses.<br /><br />This is a small kit that fits nicely under a seat, in a seat pocket, or in a center console. Finding a place for it in a car or truck should be no issue at all.<br /><br />There's a lot going on in this kit. It has a lot of the typical first aid items - bandages, gauze, cotton swabs, anticeptic wipes, and even a foil emergency blanket. There's some really odd things in here too - a flint, a compass, a whistle and a multi-tool are the stand-outs. This is not a typical first-aid kit but is also a basic survival kit.<br /><br />The multi-tool is the standout in the whole kit and is worth the cost of the whole kit. It seems to be made fairly well, it is heavier than some of the cheaper ones I have seen and used and it has the basic tools you'd expect - pliers, a knife, screwdriver, etc. It includes a set of bits as well.<br /><br />The compass is relatively cheap but it does work.<br /><br />The remainder of the components in this kit are farily nondescript. All will work in an emergency capacity.<br /><br />As a first aid kit this isn't so bad. However, this thing tries to be a survival kit as well, and on that basis there's an important omission - there's no flashlight in this kit. Even a small $5 flashlight would make this kit more complete and capable.<br /><br />This certainly isn't a bad kit, but it tries to be two different things and as a survival kit it comes up a little short. This will serve well for a traveling family and in a pinch it will make a decent emergency kit, but I would not rely on it as a sole source.",0.9537,458,35.23076923076923,0.0,1.88611
"My family loves family game night though most of the time we have kept it to board games and (occasionally) air hockey. We've wanted a ping pong table for a while as well as foosball table but have lacked the space for those. This table is the answer. However, there is an important consideration when choosing this (or similar) multi-game table.<br /><br />This is a mostly pre-assembled game table; just fold out the legs, drop in the foosball poles, add the handles for the foosball game and you're ready to go. Change the top tier for the game you want and you have multiple games at the ready. It has seven games available - foosball, air hockey (more on that in a minute), shuffleboard, bowling, ping pong, backgammon and chess.<br /><br />I was curious about how the air hockey function would work since this is a non-electric table and there does need to be air to make the puck float. As it turns out, the magic is in the puck. It's USB-rechargeable and it generates enough air flow around itself to glide sufficiently on the table to work. We have an air hockey table that plugs in in the basement; I haven't tried this puck with that table but want to try it to see if it works good with that table too.<br /><br />All of these games are great. There is one important consideration though. The games are smaller than a standard table. That is, this is not a full-sized ping pong table, foosball table, or air hockey table. I am not sure about the bowling or shuffleboard games - I have never worked with these before. And the backgammon and chess table doesn't have a ""standard"" size unless you're playing in a tournament.<br /><br />Other than the size we have been enjoying this table quite a bit. It has brought out the competition in all of us and we have really appreciated having the variety without having to chew up large amounnts of space. The size is actually an advantage in one distinct way - because it is smaller, the table is lighter than if it had been a full-sized one and as such is a lot easier to move when we need to put it in a different room.<br /><br />Everything needed to play is in the box - ping pong balls and paddles, a foosball ball, full set of chess pieces and more. This is a complete set and requires nothing else.<br /><br />We're very happy with this table game set and plan to play heavily. With the variety of games it provides, and all of the equipment included, this is a good bet for the competitive family. Just keep in mind that the size is smaller than standard.",0.9959,558,29.36842105263158,0.2,2.3587700000000003
"I have for years loved fishing and I still have my original fishing reel, a vintage Zebco 33 that still works and I still use on occasion. I have been through countless rods, though. I selected this combo set with my son in mind who prefers the spincasting design of reels, and so far he and I are both pleased with this combo. It seems to be made well and it is well suited for most freshwater fishing.<br /><br />The reel is an updated Zebco 33, a step forward from my old vintage model in terms of smoothness and operation, though the functionality is basically the same. Push the button to release line for casting, and start reeling to retrieve. It has a solid anti-reverse (though not a zero-reverse clutch). And, the drag is set via a thumb wheel that is easy to turn. This reel has two advantages over its older sibling: it has a nice, large handle so the retrieve is a lot faster, and the handle is reversible so it can be used by anyone and not just right-handers like me.<br /><br />The rod is a nice, medium-action rod that will hold up well to decent-sized fighting fish. It assembles easily and the eyes are all-metal.<br /><br />Casting is smooth and easy with this combo. The reel itself is a smooth operator and so far I have had no hang-ups with the cast. The rod does well in casting too, and even though the eyes are very simple the line glides easily through and we have seen no issues with the line catching or being slowed down through the rod’s eyes.<br /><br />So far, we have no complaints with this combo and we’re already looking forward to more time on the lake with it. It’s a thoughtful combo rod and reel and it works smoothly. It is well-suited for most freshwater applications and with some basic maintenance should last for years.",0.9813,386,29.692307692307693,0.0,2.29439
"Note: There are multiple products attached to this listing. I am specifically writing this review for the 67-piece assortment.<br /><br />Fishing is something I have enjoyed since I was a little kid and I have worked with more forms of lures and tackle than I can remember. As a kid I never understood why there were so many different kinds of lures and what drew my attention to any given lure was unrelated to what actually worked. I understand the difference now, and I have a better appreciation for what kinds of lures to use and when, depending on what kinds of fish I am trying to catch. This assortment is a good starter kit for a lot of different types of fishing situations and the lures themselves seem to be decently made.<br /><br />This assortment has a lot going on. There are worms, grubs, spinners, spoons, poppers and frogs; hooks, line weights and swivels. There are even spare parts like extra plastic spacing beads and spinners. This covers a very wide range of fishing types, from bass and pike to smaller panfish. If you’re looking for a decent starter kit for pursuing various types of freshwater fish using artificial baits, this is a great kit that has a little of almost everything. Fly lures are the one thing that are absent.<br /><br />One of the best pieces of advice I have ever received in the course of fishing is to always use baits that the fish will recognize as a food source. That is, if all of the school fish are silver-colored fingerlings, the bigger fish will not pursue a blaze-orange minnow or red and white diving bait. Those flashy colors might attract fishermen but not fish. This kit uses mostly natural-looking colors that somewhat match the local bait fish in my area so these work.<br /><br />Price-wise, these are reasonable.<br /><br />Looking these over I have not found any cracked bodies, loose connector loops, bent hooks or loops or any other problems that would compromise these. It will take more time to really know how well these will hold up with use, but all indicators so far are that these are made well and will last.<br /><br />So far I have no complaints with this set of lures. They shy away from bizarre colors, they seem to be made well and the price for the kit is reasonable. This is a fine starter kit for most freshwater situations, fly fishing excepted.",0.9258,492,30.75,0.3,2.36774
"Fishing is something I have enjoyed since I was very young and one of my very first reels was a spincasting Zebco 33 reel. It’s over 40 years old and it still works and I still use it, though my preference has shifted to spinning reels most of the time. This new Zebco 33 is similar in design and it works just as well (actually it’s so much newer so it works a lot more smoothly). So far I am very pleased with it.<br /><br />One of the things I have appreciated about spincasting reels is their ease of use without sacrificing function. They’re easy to use, easy to understand and they do every bit as good at bringing in fish as any other type of reel. They’re a great compromise between a baitcasting reel and a spinning reel – they have the accuracy of a baitcasting reel and they do not backlash, and they’re smooth like spinning reels most of the time. This reel reflects both of those attributes.  The downside I have noticed with this reel design is line memory which is especially problematic with monofilament.<br /><br />This is an attractive reel, with metal covers and a graphite base. It’s much more sturdy than plastic-based reels and should hold up well over time. The handle is oversized which is probably the nicest improvement over my old 33 as retrieves are faster.<br /><br />The drag is set via a dial on the top of the reel, about an inch from the button. It works very well and is easy to set. This is sometimes an issue with spincasting reels and Zebco got this right.<br /><br />The bite alert is basically a reverse with a loud click as the handle spins. This works when you have an unattended pole. For some people this is probably a great feature, but for me it is a feature I am very unlikely to use most of the time. I like that it’s there, though, in case I have a need for it at some point. It’s easy to turn on and off, with a simple switch on the reel’s side.<br /><br />This is the first baitcasting reel I have seen that has a reversible handle. It requires a screwdriver to switch but that’s all right – this is a great feature. I am right-handed and the reel came delivered with the handle on the right side so I don’t need to switch it, but left-handed anglers will benefit.<br /><br />Casting is very smooth as is the retrieve. So far I have had absolutely no issues with this reel. It’s pre-spooled too so the first time out requires no prep work other than threading the line through the eyes on the rod, unless you need heavier or lighter line.<br /><br />This is a solid and functional reel. It is a step up from my 40+ year-old vintage Zebco in terms of smoothness and functionality, and it will go with me instead of that old reel most of the time. It’s easy to understand and use and it’s well made. With some occasional maintenance there’s every reason to believe this reel will last for years of faithful service. I still prefer my spinning reel which is just a preference, but I will definitely be putting this reel to use all summer.",0.9922,674,28.08333333333333,0.1,2.32766
"Note: There are multiple products attached to this listing. I am specifically writing this review for the Size 60 spinning reel.<br /><br />My personal preference when it comes to choosing a type of fishing reel is a spinning reel, and I have worked with a bunch of different ones. One of the best performers I have had is another Quantum reel which I purchased on the recommendation of a tournament fisherman, and it has served me very well over the last several years. It was more expensive and is still a step up from this reel. That said, this is a decent reel in its price class and serves as a good entry-level spinner.<br /><br />I will address the one nitpick I have, and it is a minor one because of the price. This reel does not have a zero-reverse clutch which is a feature I have come to appreciate. Adding it would increase the cost though, so I can’t say this is a shortcoming. If you are used to having a zero-reverse clutch on your reels, this one will disappoint.<br /><br />Otherwise, I have no complaints. This reel casts and retrieves smoothly, it is quiet, and the drag is very easy to set and it works well. I do wish the drag were a little louder but that’s a personal preference.<br /><br />I recommend using some thought when choosing a reel size. The 60 is a bit of a brute for fresh water, though I have the hands of a gorilla so it fits me very well. It is suitable for chasing larger fish like muskellunge or striped bass, though it works well enough for smaller panfish too.<br /><br />I like this reel and it will see some heavy use this summer. It works smoothly and it seems to be designed well. It is not the most advanced reel available, even by Quantum, but it is a good entry-level reel at a good price.",0.9885,392,28.0,0.1,2.3265499999999997
"Note: There are multiple products attached to this listing. I am specifically writing this review for the Size 85 spinning reel.<br /><br />One of my favorite pastimes is fishing, and my brothers and I have made a point of scheduling an annual gathering to go fishing. Usually, that means a saltwater trip, and when we have not rented a charter we have had to provide our own gear. I do have a large saltwater reel that has served me reasonably well but it is not particularly good (I’d call it sufficient). My experience with Quantum has been freshwater spinning reels, so I know it’s a decent brand but I hadn’t worked with their saltwater-ready reels at all before this one. This is a brute of a reel and is a smooth operator, though I have encountered what I consider to be a serious issue.<br /><br />Please note, there are several different sizes of this reel. If you are looking to do freshwater fishing in a quiet pond or lake, the 85 is a beast that is probably more reel than you need. Consider one of the other choices. However, for going after saltwater fish, either from a pier or from the shore, this is a good choice if you expect to catch anything of good size.<br /><br />This reel is solid and has a smooth retrieve and zero-reverse clutch that doesn’t give even a little bit. The drag is easy to set and seems to work very well, though I do wish it was a bit louder.<br /><br />I’ve encountered on issue with this reel and I think I have a defective one. The bail does not close by itself when I start cranking, I have to manually flip it myself to lock it back into retrieve mode. I cannot tell if I have a bad unit or if this is a design decision. Regardless, it is different and unexpected behavior than I have had with every other spinning reel, whether saltwater or freshwater. I plan to reach out to Quantum to determine if this is right or not. Though it doesn’t render the reel unusable, it does make it more work than it needs to be.<br /><br />I like this reel, but I hesitate to rate it higher because of the bail issue I am seeing. Once I contact Quantum and determine the reason, I will return here and provide an update. If the bail closed as expected, this would be an easy 5-star product.",0.9408,502,29.529411764705884,0.0,1.4822400000000002
"Most people struggle to drink enough water every day, myself included. I can drink enough but the issue for me personally is that I need to be reminded or I have to have the  water bottle in front of me so I actively think about it. This is a decent water bottle that holds a gallon; it’s a little gimmicky, but it does work for me.<br /><br />The idea here is simple. It is a big water bottle that has targets marked on it for water consumption throughout the day, and if followed exactly you can guzzle a gallon of water in 14 hours. It’s really not hard. In addition to being well-hydrated the flush reduces toxins and cleans the blood.<br /><br />Now, all that said, it is no more efficient than having a pitcher of water close by and a Solo cup. It is more portable (as portable as a gallon of water can be), and the pop-up straw makes drinking from it simple. And the markings are good reminders. The current asking price (about $21 as I write this) seems a little high to me, though.<br /><br />This is a good water bottle, if a little unwieldy and somewhat pricey. It is a good option if you need to drink more and find the markings motivation enough. For me, the markings don’t help much, but the size and the fact that it’s sitting in front of me is sufficient.",0.9469,297,27.0,0.0,1.8840700000000001
"I selected this multi-tool with the intent of replacing several smaller tools in my tool bag. My bag has gotten a little overloaded and this would be a good option for reducing some of the bag clutter in favor of a more compact and versatile single unit. It's an interesting tool with some good features, but it's not quite what I was hoping for. This is a case of failed expectations more than anything.<br /><br />Though it looks very much like a pocket knife, it is a full multi-tool. The design is quite different than any other similar tool I have seen or used as it does not emphasize the pliers. As a result, it is smaller and more compact than most multi-tools. That's a plus out of the gate.<br /><br />I could go through the list of all the features it has, but those are spelled out in the product description and would serve only to waste time and space. Instead, I will focus on the specifics that I think are worth mentioning.<br /><br />Like most multi-tools, this one does not have a spring-assisted swing-out blade, though it does lock nicely. This means you have to pull it out and manually snap it in place to lock it. If you're used to having a spring assist, this will be a disappointment, though it should not be a surprise if you've worked with other multi-tools. Also no surprise - there is no safety stop at the base of the blade, so be careful when cutting.<br /><br />The pliers are workable but are thin and awkward. The folding handle is thin while the other handle is the case of the tool, and as a result the pliers are somewhat unbalanced in the hand and a little awkward to use when you first work with them. The idea behind a multi-tool is convenience and not to be the primary tool, so this is forgiveable.<br /><br />The bits that come with the tool set this unit apart from any other I have used. Instead of one or two swing-out drivers, this one instead has a single post and a set of bits that can be changed. This gives a tremendous amount of flexibility. There's just one problem - the post does not lock in place and can fold in on you while in use. This represents the one real complaint I have with the tool as a whole - locking the post would have been an easy feature to implement and woul dhave made the tool a lot safer. Please use some caution when working with the bits.<br /><br />This is not a bad tool at all, but it is not perfect. It is designed for convenience and it does work well. My main concerns are safety-related, and even so one should keep in mind that this is a convenience tool, not one on which you should rely every day. If you're looking for a multi-tool, this is a reasonable choice that's worth a look.",0.9656,590,28.09523809523809,0.1,1.91968
"I selected this luminous key ring as an aid to attaching to my camera bag and being visible at night. I wasn’t exactly sure what to expect and I had some serious doubts about the effectiveness of this product. It turns out that it’s better than I had hoped and it works well.<br /><br />The concept is very simple: expose it to bright light for a little while and it will glow in the dark for a longer while. The claim is that it will glow for up to 10 hours; I have not verified that it will last that long, but it does go for a long time, long enough in most situations that it will continue to glow long after sunset. This is really all I can ask.<br /><br />The vial appears to be filled with some sort of phosphorous-coated granules. As a first test I exposed them to the bright light of an LED flashlight for about 30 seconds, and the vial glowed for several minutes afterward. It wasn’t all that bright, but I didn’t give it long to “charge” either. It was enough as a proof of concept though. It lasts longer under extended exposure to bright light such as direct sunlight.<br /><br />The extra clips that come with the vial are useful for attaching it to other things without using the ring. One of the attachments is actually the same thing as a pen clip, which is useful for clipping to a tent flap, umbrella or other fabric surface.<br /><br />Especially when considering the cost, this is really an easy product to recommend if you need a luminous marker. It really does work for a long while, it’s very easy to see and it is versatile.",0.9894,352,32.0,0.0,2.29682
"Cornhole is a fun game that brings back memories of “Toss-Across” for me. I never had heard of, or played, cornhole until it was introduced to me at a social gathering relatively recently. I have wanted my own set for taking to family functions and picnics with friends, and this set is well suited for these situations.<br /><br />I will start with this: I received the tailgate version which is a little smaller than the regulation size set. The difference is that the boards are a foot shorter. That’s ok, but it does mean that my set is not suitable for true tournament play and instead is geared for casual competition. Both sized sets are available here; make sure you get the size you want. While it may be a little smaller, it has two distinct advantages. First, it is lighter so it is easier to carry. Second, because it is smaller it is more compact and can be stored (and transported) more easily too.<br /><br />This set is made to be portable. Most sets I have seen have been made of plywood and have fixed legs. To move them is awkward and often unwieldy. This set instead has an aluminum frame and lightweight boards so the weight is substantially reduced. The legs fold under, allowing the set to lay flat. This makes it a lot easier to pack the set for travel and to store it away when not in use. An important detail – when the legs are down they lock in place with a metal bracket so the board will not collapse.<br /><br />The set comes with 8 bean bags, 4 blue and 4 red. These are regulation size and are interchangeable with other sets.<br /><br />So far my family is very pleased with this set. It is made very well, it is compact and portable, and because this set (in my case) is the tailgate version it is lighter and easier to store when not in use. This is an easy product to recommend.",0.9924,405,22.5,0.3,2.38772
"I have a college-age son and I selected this scooter with him in mind. My thinking is that it would make getting across campus a lot easier while adding a fun factor. It has proven to be a good choice for us so far.<br /><br />This is a relatively lightweight and easy to transport scooter. Even without folding it up I can easily pick it up and move it with one hand by grasping it around the handle shaft. The weight is somewhat deceptive as it feels to be made fairly solidly and should be able to handle a bit of rough handling such as shifting in the cargo bed of a truck. There are enough other negative complaints about the build quality that we’re in a “wait and see” mode of thinking. I will revise my review if an issue surfaces.<br /><br />The motor is in the front wheel and it has enough torque to move the scooter (with me on it) up the driveway though because I am a bit on the heavier side it does struggle. On a flat, smooth surface it is at home and it does a good job getting up to “cruising” speed.<br /><br />One thing about that scooter that makes me ponder is the somewhat low maximum speed. My other son has an electric scooter that has a modestly higher maximum speed and a much farther range per charge. I am not sure if this is because of a more powerful motor, different gearing that make the Segway more capable on inclines, if the battery is more capable, or if there’s another factor that limits the speed. Regardless, it is important to keep in mind that this is not the fastest electric scooter out there, and if you want one that will get you where you’re going in the least amount of time or will travel the farthest on a single charge, this isn’t the one.<br /><br />Both the power to the motor and the braking mechanism are controlled via thumb paddles and this took a little bit of getting used to – I expected a squeeze handle for the brakes, though the paddle for the motor was expected. Using a paddle for the brakes is actually a smart move – with a squeeze brake it is all too easy to stop suddenly and end up on your back with the scooter on top of you. The brake on this scooter stops you quickly but not abruptly, so you do not lose stability.<br /><br />Interestingly, this scooter comes with digital controls and Bluetooth connectivity. The display is bright easy to read and it shows you your speed as well as power mode and battery remaining. In order to get the most out of this scooter, you have to connect it to a Bluetooth device like your phone or a tablet, and this is a two-edged sword. On one hand, it limits the speed significantly and prevents the user for using all of the functions until you connect, but on the other it establishes ownership of the scooter. I don’t particularly like having to pair it to use it – it’s a scooter, not a computing device or a set of headphones.<br /><br />So far we have had a positive experience with this scooter and my son is happy with it. Time will tell how long it lasts but initial indicators are good. It would be nice if we didn’t have to connect it to Bluetooth just to unlock features, though.",0.9955,684,36.0,0.0,1.8986500000000002
"I have been using a Brita squeeze bottle for a couple of years and it has been great when on trips. I definitely have saved money by replacing filters instead of plastic water bottles. I was interested in using this hard bottle from Brita, as using a straw-type nozzle is a lot easier than using a bottle you have to squeeze. The bottle is good and it’s designed well, But, there’s one glaring issue with this bottle.<br /><br />This is a hard bottle that is resistant to drops and scratches, and will bounce when dropped from sufficient height without breaking.<br /><br />I like the fact that the cap pops up to reveal a silicone straw, and the bottle has an insert in it that allows the drinker to pull up water from the bottom without  inverting the bottle. This is a nice change from how the squeeze bottle is used, which must be inverted. Flow is easy too – the water comes out with little effort.<br /><br />So, Brita left out one very important detail. The filters for these bottles are a charcoal cylinder through which water is forced, and it is normal to get charcoal dust out of the filter when it’s flushed before first use. So, when using the squeeze bottles, Brita says to flush the filter by filling the bottle and forcing the water through, discarding that first bottle full. This bottle cannot be squeezed, and there are no instructions in the package on how to flush the filter for use with it. Following the instructions with the product description, I flushed the filter under running water for 15 seconds. I then put the filter in my squeeze bottle, and when I forced the water through it initially came out purple-ish black as expected. After it was flushed, there was no more charcoal dust and it was ready for this bottle. Is the user expected to flush the filter by spitting out that first bottle full? I hope not, but without instructions saying otherwise there’s little alternative. The charcoal is not dangerous, of course, but it’s very unappetizing.<br /><br />This is actually a great bottle and Brita did a good job with it. The issue is with the lack of ability to flush the filter to clear out the charcoal dust. There either needs to be a better instruction set to explain, or there needs to be a tool in the box for properly flushing the filter. If Brita can resolve this problem, this would be a very easy recommend; as it stands, I have reservations about that unless there’s a way to flush the filter without relying on another bottle to do it.",0.9917,528,29.33333333333333,0.6,1.67751
"I selected this bag to replace my laptop bag, which was taken by my college-age son when his previous bag failed him. My personal preference in bags is actually a messenger style bag, not a tote, so I wasn’t sure if this would be my new go-to bag or if I needed to keep shopping. It has proven to be a good bag and I am mostly happy with it.<br /><br />This bag is large enough to handle a 15” laptop, but it is better suited for a smaller-sized laptop or tablet. It isn’t going to handle anything bigger, the limiting dimension being the height, unless you’re content with not zipping the bag or having the contents obstruct the handles. Of course there is room to put others things in the bag with said laptop too, so it’s not just a laptop sleeve.<br /><br /> The bag itself is made of a tight nylon weave with vinyl handles, a vinyl divider and an outside vinyl pocket. It is not impervious to cuts and nicks but the nylon is fine enough that it should resist most hazards such as desk corners. I looked this bag over very carefully and found no cuts, nicks or blemishes in the materials, the stitching is straight and there are no loose threads. Overall, it is made well.<br /><br />If I could change two things...I would have used canvas instead of nylon which holds up better to frequent use and tends to be stronger. Time will tell if this bag will withstand steady use, but so far it’s faring well enough and showing no signs of fatigue. Also, I would have reinforced the bottom with a heavier material which is the one place where this bag seems most likely to eventually fail.<br /><br />My preference in bags is still a messenger bag; that said, this is a decent bag that seems to be made well and is large enough to handle my laptop. If you prefer a tote bag to either a messenger or backpack, this one is worth consideration.",0.9803,411,37.36363636363637,0.1,1.92409
"I like bocce and I was thrilled to have the opportunity to review this set. I was particularly interested in this set because it is marketed as a “professional” set. As a casual bocce set this is great, but as a professional set it’s out of specifications, by more than a little. Since it is priced as a professional set, it misses the mark, though it is fine for casual and family play.<br /><br />I decided to do a little digging to see what would designate a bocce set as a “professional” set. According to the Bocce Standards Association (yes, seriously), each ball should be a specific size and weight. Of interest is the weight range: 920g +/- 10g (2 lbs.). That’s a tight range of weights, though for sporting equipment used in professional or tournament play that’s not unusual. I measured all 8 balls on a calibrated scale, set to measure in grams. The lightest ball in my set is 947g, and the heaviest is 1026g (2.25 lbs.). Every single ball is outside of the range. I could see being a little outside of the range, but over 100g is way off. Since the spread between the highest and lowest in my set is about 80g, and the specifications allow for a 20g spread between the extremes, this is not a scale problem. Most players wouldn’t even notice, but that’s not the point.<br /><br />As a casual set, this is a fine bocce set and should last for years. The balls are solid and made of some form of resin, are consistent in appearance and though do get surface scratches during play and transport (very normal), they’re rugged and should not break, crack or chip unless abused or purposely damaged. The set comes in a nylon carry bag and includes a rule book.<br /><br />This is a nice casual set, not a professional set. The balls are out of spec which makes it unsuitable for true tournament play. And as a casual set, it’s a bit expensive.",0.985,422,24.94117647058824,2.5,2.2455000000000003
"I have worked with other smart watches that monitor health. I have also worked with other Nokia products in the past. Because of my past experiences with Nokia, I had high expectations for this watch. So far, I have not been disappointed with it.<br /><br />I will start by saying this - this is a sleek, streamlined and clean-looking watch that is very aesthetically pleasant. It is very uncluttered and it simple and straightforward to read. I like that and am pleased with the overall presentation. Some smart watches, and in particular health monitor ones, are very cluttered and busy-looking, but this one keeps the display very conservative and clean. The numbers are on the outside border of the face which makes it a little tougher to read the current time but this is a minor point and contributes to the clean face.<br /><br />The charger is a little better than average and I like it. Some watches I have used have a simple magnetic disk with no pins or contacts, just a wireless solution that easily slides off. I have not had that issue with this watch so far.<br /><br />To get the most from this watch you need to download an app from either Apple or Google. The app gives access to the various functions on the watch and allows you to monitor and track progress. In playing with the iOS version, it seems to be a bit more complete and useful than a lot of other monitoring apps I have seen and used,<br /><br />Setup takes a little time. After downloading the app, the app assisted in pairing the watch ot my phone, then it sent a updates to it. The while process was 10-15 minutes, mostly painless but taking some time.<br /><br />There are a lot of functions this watch/app provides. The most obvious is a heart rate monitor, but it also is able to monitor steps, sleep cycles and more. Being a poor sleeper who wakes up repeatedly in the night, I am most interested in the sleep tracker which is a tool I have not had access to in other watches, I am still learning how to use it, but it’s working for me so far.<br /><br />Now, all that said, I had some trouble getting it to read my heart rate accurately. My resting heart rate is usually around 80 bpm. The monitor said I was averaging below 70 bpm. The only way I was able to get it to read my heart rate accurately was to flip the watch around so that the sensor touched the palm-side of my wrist. That’s ok as it is a work-around that allows the unit to work more accurately for me, but it is an unnatural way for me to wear a watch.<br /><br />The band is a downside for me - I am not a fan of rubber wrist bands. It is designed for the physically active person, not someone who putters around an office all day, so this is a case of the band not matching my day-to-day use. The band pulls a bit and is uncomfortable. When I have the chance I likely will replace it with something more comfortable. On the plus side, the band is big enough to fit an elephant, so I have no issues getting it to clasp with room to spare.<br /><br />Another concern for me is the size of the watch itself. I personally prefer a larger watch, and this one is smaller. Again, for active people or for people with smaller wrists this is much more preferable. This is not a problem with the watch, it’s my personal preferences.<br /><br />The battery is a huge plus. It lasts weeks, not hours or days, so when traveling you do not need to take your charger with you unless you’re going to be gone a month or more. Keep this in mind.<br /><br />So far I haven’t had any real problems with the watch other than having to adjust how I wear it and personal preference issues. It seems to be very capable, it has a lot of features and the software is very straightforward and easy to understand.",0.9978,841,28.03333333333333,0.1,1.92934
